name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,img_link,product_link,specific_category,combined_text,image_name,image_path
Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",35999,49990,28,4,1611,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | eARC - Dolby Atmos Passthrough eARC HDMI 1 port | Bluetooth 5.0 | SPDIF | Ethernet | Headphone out|Sound: 60 Watts HiFi Speakers | Dolby Atmos|Smart TV Features: Certified Android TV 11 | Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube, Disney+Hotstar | 5 Picture Mode | 2GB RAM | 16GB Storage | 64bit Quad Core Processor|Display: 4K HDR | HDR10+ | HLG | Dolby Vision | 4K Upscaling | MEMC | Dynamic Signal Calibration | 1.07 Billion Colours | WCG+ | Super Brightness | Micro Dimming | Blue Light Reduction | 178 Degree Wide Viewing Angle|Warranty Information: 3 years comprehensive warranty provided by the manufacturer from date of purchase|Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information, please contact Amazon customer support.|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.pexels.com/photo/a-black-bird-standing-on-a-wooden-fence-17488424/,https://www.amazon.in/Acer-inches-Ultra-Android-AR55AR2851UDPRO/dp/B0B997FBZT/ref=sr_1_394?qid=1672909144&s=electronics&sr=1-394,SmartTelevisions,"Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black) Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | eARC - Dolby Atmos Passthrough eARC HDMI 1 port | Bluetooth 5.0 | SPDIF | Ethernet | Headphone out|Sound: 60 Watts HiFi Speakers | Dolby Atmos|Smart TV Features: Certified Android TV 11 | Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube, Disney+Hotstar | 5 Picture Mode | 2GB RAM | 16GB Storage | 64bit Quad Core Processor|Display: 4K HDR | HDR10+ | HLG | Dolby Vision | 4K Upscaling | MEMC | Dynamic Signal Calibration | 1.07 Billion Colours | WCG+ | Super Brightness | Micro Dimming | Blue Light Reduction | 178 Degree Wide Viewing Angle|Warranty Information: 3 years comprehensive warranty provided by the manufacturer from date of purchase|Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information, please contact Amazon customer support.|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",Acer_139_cm_(55_inches)_H_Series_4K_Ultra_HD_Android_Smart_LED_TV_AR55AR2851UDPRO_(Black).jpg,/content/drive/My Drive/e_shop_images/Acer_139_cm_(55_inches)_H_Series_4K_Ultra_HD_Android_Smart_LED_TV_AR55AR2851UDPRO_(Black).jpg
Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349,999,65,4,513,"【Compatibility】: Specially designed for Fire TV Stick 4K All-new Alexa Voice Remote with power and volume controls. (REMOTE NOT INCLUDED)|【3 Meters Shockproof】: Durable Silicone Material can protect your remote from 3 meters high drop, effectively protects your remote from daily impact and unwanted dust and scratches.|【Perfect Fit】: The slim and form-fitted design of the case protects yourFire TV Remote with minimal bulk.|【Accessibility】: Revised with precision cut-outs to ensure full access to all ports, buttons, and features of your Fire TV Stick 4K All Alexa Voice Remote.|【Shock & Bump Resistant】 This Cover protects your remote from scratches, wear, tear, and dirt with this unique proprietary skin material.",https://www.pexels.com/photo/woman-holding-a-katana-19435824/,https://www.amazon.in/Dealfreez-Compatible-Shockproof-Silicone-Anti-Lost/dp/B098LCVYPW/ref=sr_1_395?qid=1672909144&s=electronics&sr=1-395,RemoteControls,"Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black) Electronics|HomeTheater,TV&Video|Accessories|RemoteControls 【Compatibility】: Specially designed for Fire TV Stick 4K All-new Alexa Voice Remote with power and volume controls. (REMOTE NOT INCLUDED)|【3 Meters Shockproof】: Durable Silicone Material can protect your remote from 3 meters high drop, effectively protects your remote from daily impact and unwanted dust and scratches.|【Perfect Fit】: The slim and form-fitted design of the case protects yourFire TV Remote with minimal bulk.|【Accessibility】: Revised with precision cut-outs to ensure full access to all ports, buttons, and features of your Fire TV Stick 4K All Alexa Voice Remote.|【Shock & Bump Resistant】 This Cover protects your remote from scratches, wear, tear, and dirt with this unique proprietary skin material.",Dealfreez_Case_Compatible_for_Fire_TV_Stick_4K_All_Alexa_Voice_Remote_Shockproof_Silicone_Anti-Lost_.jpg,/content/drive/My Drive/e_shop_images/Dealfreez_Case_Compatible_for_Fire_TV_Stick_4K_All_Alexa_Voice_Remote_Shockproof_Silicone_Anti-Lost_.jpg
"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,719,1499,52,4,1045,"【Power Delivery Fast Charging】: Charge your iPhone 12 from 0% to 50% in just 30 mins. Wayona USB C to Lightning Cable supports fast charging for iPhone 14, 14 Plus, 14 Pro, 14 Pro Max, 13, 13 Mini, 13 Pro Max, 13 Pro, 12, 12 Mini, 12 Pro, 12 Pro Max, 11, 11 Pro, 11 Pro Max, SE, X, XS, XR, XS Max, 8, 8 Plus, and other later models when using your Type C Power Delivery Charger (including 18W, 20W, USB C Power Adapter).|【MFI Certified C94 Connector】: This cable uses the Newest MFI Certified C94 Chip which is specially designed for fast charging, whose color is different from the previous C48 connector end. Charging Speeds 2.5× Faster.|【Compatibility List】: Wayona USB C to Lightning cable supports PD Fast Charge 3A (max) for iPad 8th iPad 2020, iPhone 13/Pro/Mini/Pro Max, 12/12 Mini/12 Pro/12 Pro Max/11/11 Pro/11 Pro Max/XS Max/XS/XR/X/8 Plus/8 and iPad Pro 12.9"" gen1/iPad Pro 12.9"" gen2/iPad Pro 10.5""/iPad Air3 10.5""/iPad mini5 7.9""; This cable also supports the standard charge (5V/2.4A max) for iPhone 7 Plus/7/6 Plus/6/6S Plus/6S etc. Note: You need a Type C port wall charger to achieve fast charging.|[High-Speed Data Transfer] : At 480Mbps data speed ,Transfer music, movies, and more between iPhone, iPad and Mac in seconds.|【Ultra High Quality Assurance】: Special Strain Relief design, can bear 15000+ bends in strict laboratory tests. Premium Aluminum housing makes the cable more durable. Premium nylon braided type c cable adds additional durability and tangle free. We provide this 6ft Nylon Braided USB C to iOS Cable with worry-free 12 Month warranty, reach us by Call or Whatsapp.",https://www.pexels.com/photo/side-view-of-iphone-15-iphone-14-and-iphone-13-cases-by-gentcreate-18403793/,https://www.amazon.in/Wayona-Lightning-Certified-charging-Braided/dp/B09HV71RL1/ref=sr_1_400?qid=1672909144&s=electronics&sr=1-400,USBCables,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black) Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables 【Power Delivery Fast Charging】: Charge your iPhone 12 from 0% to 50% in just 30 mins. Wayona USB C to Lightning Cable supports fast charging for iPhone 14, 14 Plus, 14 Pro, 14 Pro Max, 13, 13 Mini, 13 Pro Max, 13 Pro, 12, 12 Mini, 12 Pro, 12 Pro Max, 11, 11 Pro, 11 Pro Max, SE, X, XS, XR, XS Max, 8, 8 Plus, and other later models when using your Type C Power Delivery Charger (including 18W, 20W, USB C Power Adapter).|【MFI Certified C94 Connector】: This cable uses the Newest MFI Certified C94 Chip which is specially designed for fast charging, whose color is different from the previous C48 connector end. Charging Speeds 2.5× Faster.|【Compatibility List】: Wayona USB C to Lightning cable supports PD Fast Charge 3A (max) for iPad 8th iPad 2020, iPhone 13/Pro/Mini/Pro Max, 12/12 Mini/12 Pro/12 Pro Max/11/11 Pro/11 Pro Max/XS Max/XS/XR/X/8 Plus/8 and iPad Pro 12.9"" gen1/iPad Pro 12.9"" gen2/iPad Pro 10.5""/iPad Air3 10.5""/iPad mini5 7.9""; This cable also supports the standard charge (5V/2.4A max) for iPhone 7 Plus/7/6 Plus/6/6S Plus/6S etc. Note: You need a Type C port wall charger to achieve fast charging.|[High-Speed Data Transfer] : At 480Mbps data speed ,Transfer music, movies, and more between iPhone, iPad and Mac in seconds.|【Ultra High Quality Assurance】: Special Strain Relief design, can bear 15000+ bends in strict laboratory tests. Premium Aluminum housing makes the cable more durable. Premium nylon braided type c cable adds additional durability and tangle free. We provide this 6ft Nylon Braided USB C to iOS Cable with worry-free 12 Month warranty, reach us by Call or Whatsapp.",Wayona_Type_C_to_Lightning_MFI_Certified_20W_Fast_charging_Nylon_Braided_USB_C_Cable_for_iPhone_14_P.jpg,/content/drive/My Drive/e_shop_images/Wayona_Type_C_to_Lightning_MFI_Certified_20W_Fast_charging_Nylon_Braided_USB_C_Cable_for_iPhone_14_P.jpg
VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",8999,18999,53,4,6347,"Connectivity: 1 Hdmi Ports To Connect Set Top Box, Blu Ray Players, Gaming Console, 2 Usb Ports To Connect Hard Drives And Other Usb Devices|Display: IPE Techonology, Eco Vision, Cinema Mode, Cinema Zoom, Supports 16.7 Million Colours|Resolution: Hd Ready (1366X768), Refresh Rate: 60 Hertz, Viewing Angle: 178 Degrees|Sound: 20 Watts Output, Power Audio, Music Equalizer|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Visio World support on (Please visit brand website for toll free numbers) and provide product's model name as well as seller's details mentioned on the invoice|Smart Tv Features: Built-In Wifi, Android, Screen Mirroring, Pc Connectivity, Wireless Headphone Control, Ecod|Easy returns: This product is eligible for replacement/refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided|Warranty Information: 1 year warranty provided by Visio World from date of purchase",https://www.pexels.com/photo/white-and-blue-robot-figure-8566473/,https://www.amazon.in/inches-Ready-Smart-VW32PRO-Black/dp/B08PZ6HZLT/ref=sr_1_404?qid=1672909144&s=electronics&sr=1-404,SmartTelevisions,"VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black) Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions Connectivity: 1 Hdmi Ports To Connect Set Top Box, Blu Ray Players, Gaming Console, 2 Usb Ports To Connect Hard Drives And Other Usb Devices|Display: IPE Techonology, Eco Vision, Cinema Mode, Cinema Zoom, Supports 16.7 Million Colours|Resolution: Hd Ready (1366X768), Refresh Rate: 60 Hertz, Viewing Angle: 178 Degrees|Sound: 20 Watts Output, Power Audio, Music Equalizer|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Visio World support on (Please visit brand website for toll free numbers) and provide product's model name as well as seller's details mentioned on the invoice|Smart Tv Features: Built-In Wifi, Android, Screen Mirroring, Pc Connectivity, Wireless Headphone Control, Ecod|Easy returns: This product is eligible for replacement/refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided|Warranty Information: 1 year warranty provided by Visio World from date of purchase",VW_80_cm_(32_inches)_HD_Ready_Android_Smart_LED_TV_VW32PRO_(Black).jpg,/content/drive/My Drive/e_shop_images/VW_80_cm_(32_inches)_HD_Ready_Android_Smart_LED_TV_VW32PRO_(Black).jpg
Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",917,2299,60,4,3300,One Month Pack Subscription Included|Airtel HD Set Top Box brings a theatre-like experience to your home with HD Premium Quality Video (1080i resolution)|Dolby digital plus 5.1 surround sound|Record and Play Live TV so that you never miss your favourite shows.|Delivery and Standard Installation are included. Any other accessory which is not a part of the standard installation will be charged separately.,https://www.pexels.com/photo/black-android-smartphone-displaying-white-flower-4561937/,https://www.amazon.in/Airtel-Digital-TV-Month-Recording/dp/B075TJHWVC/ref=sr_1_407_mod_primary_new?qid=1672909144&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-407,SatelliteReceivers,"Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers One Month Pack Subscription Included|Airtel HD Set Top Box brings a theatre-like experience to your home with HD Premium Quality Video (1080i resolution)|Dolby digital plus 5.1 surround sound|Record and Play Live TV so that you never miss your favourite shows.|Delivery and Standard Installation are included. Any other accessory which is not a part of the standard installation will be charged separately.",Airtel_Digital_TV_HD_Set_Top_Box_with_1_Month_Basic_Pack_with_Recording_+_Free_Standard_Installation.jpg,/content/drive/My Drive/e_shop_images/Airtel_Digital_TV_HD_Set_Top_Box_with_1_Month_Basic_Pack_with_Recording_+_Free_Standard_Installation.jpg
LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399,999,60,3,23,100% Best Quality Plastic Body and Soft Silicone Rubber Keypad|Remotes are checked by Testing Machine Before Shipment|Imported Generic Product Not by Airtel|Please Match the Image with Your Existing Remote Before Placing the Order,https://www.pexels.com/photo/quick-access-button-on-a-remote-control-5207524/,https://www.amazon.in/LOHAYA-Assistant-Compatible-Xstream-Function/dp/B09LV13JFB/ref=sr_1_408?qid=1672909144&s=electronics&sr=1-408,RemoteControls,"LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice) Electronics|HomeTheater,TV&Video|Accessories|RemoteControls 100% Best Quality Plastic Body and Soft Silicone Rubber Keypad|Remotes are checked by Testing Machine Before Shipment|Imported Generic Product Not by Airtel|Please Match the Image with Your Existing Remote Before Placing the Order",LOHAYA_Voice_Assistant_Remote_Compatible_for_Airtel_Xstream_Set-Top_Box_Remote_Control_with_Netflix_.jpg,/content/drive/My Drive/e_shop_images/LOHAYA_Voice_Assistant_Remote_Compatible_for_Airtel_Xstream_Set-Top_Box_Remote_Control_with_Netflix_.jpg
Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",45999,69900,34,4,7109,"Resolution : Crystal 4K UHD (3840 x 2160) resolution | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 1 USB ports to connect hard drives or other USB devices|Display: Ultra HD (4k) LED Panel | One Billion Colors | Air Slim Design | Supports HDR 10+ | PurColor | Mega Contarst | UHD Dimming | Auto Game Mode|Sound: 20 Watts Output | Powerful Speakers with Dolby Digital Plus | Q Symphony|Smart TV Features : Prime Video, Hotstar, Netflix, Zee5 and more | Tap View | PC Mode | Universal Guide | Web Browser | Screen Mirroring|Warranty Information: 1 Year warranty provided by manufacturer from date of purchase and 1 Year Additional on Panel|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.pexels.com/photo/paragliding-in-the-mountains-14760650/,https://www.amazon.in/Samsung-inches-Crystal-Ultra-UA55AUE60AKLXL/dp/B092BL5DCX/ref=sr_1_411?qid=1672909145&s=electronics&sr=1-411,SmartTelevisions,"Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black) Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions Resolution : Crystal 4K UHD (3840 x 2160) resolution | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 1 USB ports to connect hard drives or other USB devices|Display: Ultra HD (4k) LED Panel | One Billion Colors | Air Slim Design | Supports HDR 10+ | PurColor | Mega Contarst | UHD Dimming | Auto Game Mode|Sound: 20 Watts Output | Powerful Speakers with Dolby Digital Plus | Q Symphony|Smart TV Features : Prime Video, Hotstar, Netflix, Zee5 and more | Tap View | PC Mode | Universal Guide | Web Browser | Screen Mirroring|Warranty Information: 1 Year warranty provided by manufacturer from date of purchase and 1 Year Additional on Panel|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",Samsung_138_cm_(55_inches)_Crystal_4K_Series_Ultra_HD_Smart_LED_TV_UA55AUE60AKLXL_(Black).jpg,/content/drive/My Drive/e_shop_images/Samsung_138_cm_(55_inches)_Crystal_4K_Series_Ultra_HD_Smart_LED_TV_UA55AUE60AKLXL_(Black).jpg
Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,119,299,60,4,51,"Durable data cable with the toughest PVC jacket|Long bend life; stress and stretch-resistant|Rapid charge (3A); fast data transmission; sync speed of up to 480mbps|Reversible Type-C to USB A cable|Compatible with Apple, Samsung, and OnePlus devices, as well as other USB-C compatible devices|Dimensions (L x W x H): 31 x 20 x 24 cm 1 meter long|Package Contents: 1 meter 3 Amp USB to Type-C cable",https://www.pexels.com/photo/usb-c-cable-on-white-surface-3921713/,https://www.amazon.in/Amazon-Brand-Solimo-Charging-Cable/dp/B09VH568H7/ref=sr_1_415?qid=1672909145&s=electronics&sr=1-415,USBCables,"Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables Durable data cable with the toughest PVC jacket|Long bend life; stress and stretch-resistant|Rapid charge (3A); fast data transmission; sync speed of up to 480mbps|Reversible Type-C to USB A cable|Compatible with Apple, Samsung, and OnePlus devices, as well as other USB-C compatible devices|Dimensions (L x W x H): 31 x 20 x 24 cm 1 meter long|Package Contents: 1 meter 3 Amp USB to Type-C cable",Amazon_Brand_-_Solimo_3A_Fast_Charging_Tough_Type_C_USB_Data_Cable__–_1_Meter.jpg,/content/drive/My Drive/e_shop_images/Amazon_Brand_-_Solimo_3A_Fast_Charging_Tough_Type_C_USB_Data_Cable__–_1_Meter.jpg
Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",21999,29999,27,4,32840,"Resolution : Full HD (1920x1080) resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports to connect set top box, Blu-Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | 3.5mm to connect your headphones | S/PDIF port to connect Speakers|Sound: 20 Watts Output | Powerful Stereo Speakers | DTS-HD|Smart TV Features : Android TV 9 | Chromecast built-in | PatchWall 4 with IMDb integration | Universal search | Miracast | Supported Apps: Prime Video, Netflix, Disney + Hotstar, YouTube, Apple TV, 5000+ apps from Play Store | Quad core processor | Built-in Wi-Fi | 1GB RAM + 8GB Storage|Display: Bezel-less Design | LED Panel | Vivid Picture engine | Detailed Picture Controls | Ultra bright screen | Dynamic contrast | Dynamic backlight|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.pexels.com/photo/supermoto-driver-helmet-17462172/,https://www.amazon.in/inches-Horizon-Android-L40M6-EI-Black/dp/B09HQSV46W/ref=sr_1_420?qid=1672909145&s=electronics&sr=1-420,SmartTelevisions,"Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black) Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions Resolution : Full HD (1920x1080) resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports to connect set top box, Blu-Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | 3.5mm to connect your headphones | S/PDIF port to connect Speakers|Sound: 20 Watts Output | Powerful Stereo Speakers | DTS-HD|Smart TV Features : Android TV 9 | Chromecast built-in | PatchWall 4 with IMDb integration | Universal search | Miracast | Supported Apps: Prime Video, Netflix, Disney + Hotstar, YouTube, Apple TV, 5000+ apps from Play Store | Quad core processor | Built-in Wi-Fi | 1GB RAM + 8GB Storage|Display: Bezel-less Design | LED Panel | Vivid Picture engine | Detailed Picture Controls | Ultra bright screen | Dynamic contrast | Dynamic backlight|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",Mi_100_cm_(40_inches)_Horizon_Edition_Full_HD_Android_LED_TV_4A__L40M6-EI_(Black).jpg,/content/drive/My Drive/e_shop_images/Mi_100_cm_(40_inches)_Horizon_Edition_Full_HD_Android_LED_TV_4A__L40M6-EI_(Black).jpg
"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299,599,50,4,708,Customer Care at 9599141927(whatsapp only) for compatibility check or technical issue|Mi LED TV remote control|Keep away from fire or water|Compatible with MI Smart TV 4A 32 inch LED TV /Mi 4A 43 inch LED TV | Mi LED Smart TV 4A (32 inch/43 inch)|Please match your old remote before placing an oorder.,https://www.pexels.com/photo/close-up-of-a-clicbot-8982668/,https://www.amazon.in/Astigo-Compatible-Remote-Control-Smart/dp/B08TZD7FQN/ref=sr_1_423?qid=1672909145&s=electronics&sr=1-423,RemoteControls,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"") Electronics|HomeTheater,TV&Video|Accessories|RemoteControls Customer Care at 9599141927(whatsapp only) for compatibility check or technical issue|Mi LED TV remote control|Keep away from fire or water|Compatible with MI Smart TV 4A 32 inch LED TV /Mi 4A 43 inch LED TV | Mi LED Smart TV 4A (32 inch/43 inch)|Please match your old remote before placing an oorder.",Astigo_Compatible_Remote_Control_for_Mi_Smart_LED_4A_(4332).jpg,/content/drive/My Drive/e_shop_images/Astigo_Compatible_Remote_Control_for_Mi_Smart_LED_4A_(4332).jpg
Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",21990,34990,37,4,1657,"Resolution: Full HD (1920x1080) | Refresh Rate: 60 hertz | 178 Degree wide viewing angle | Bezel-less Design|Connectivity: 2 HDMI ports to connect set top box, Blu-Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | 3.5mm to connect your headphones | Bluetooth|Sound : 20 Watts Powerful Stereo Speakers | Dolby Audio | DTS Virtual: X for remarkable sound quality|Smart TV Features : Certified Android TV 11 | Chromecast built-in | Miracast | Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Apple TV | 5000+ apps from Play Store| Quad core processor | Dual band Wi-Fi | 1GB RAM + 8GB Storage|Display: A+ Grade LED panel | REGZA picture engine | Smooth Motion | High Contrast | Ultra bright screen for flawless picture quality even in bright rooms|Warranty Information: 2 Year Comprehensive Warranty on product provided by Toshiba from date of purchase.|Installation: Brand will contact for installation for this product once delivered. Contact Toshiba for assistance @ (Please visit brand website for tollfree numbers) and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://www.pexels.com/photo/black-flat-screen-tv-turned-on-showing-man-in-black-shirt-5202917/,https://www.amazon.in/Toshiba-inches-Android-43V35KP-Silver/dp/B0B21XL94T/ref=sr_1_425?qid=1672909145&s=electronics&sr=1-425,SmartTelevisions,"Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver) Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions Resolution: Full HD (1920x1080) | Refresh Rate: 60 hertz | 178 Degree wide viewing angle | Bezel-less Design|Connectivity: 2 HDMI ports to connect set top box, Blu-Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | 3.5mm to connect your headphones | Bluetooth|Sound : 20 Watts Powerful Stereo Speakers | Dolby Audio | DTS Virtual: X for remarkable sound quality|Smart TV Features : Certified Android TV 11 | Chromecast built-in | Miracast | Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Apple TV | 5000+ apps from Play Store| Quad core processor | Dual band Wi-Fi | 1GB RAM + 8GB Storage|Display: A+ Grade LED panel | REGZA picture engine | Smooth Motion | High Contrast | Ultra bright screen for flawless picture quality even in bright rooms|Warranty Information: 2 Year Comprehensive Warranty on product provided by Toshiba from date of purchase.|Installation: Brand will contact for installation for this product once delivered. Contact Toshiba for assistance @ (Please visit brand website for tollfree numbers) and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",Toshiba_108_cm_(43_inches)_V_Series_Full_HD_Smart_Android_LED_TV_43V35KP_(Silver).jpg,/content/drive/My Drive/e_shop_images/Toshiba_108_cm_(43_inches)_V_Series_Full_HD_Smart_Android_LED_TV_43V35KP_(Silver).jpg
